0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
1,9
1,10
1,8
1,11
1,0
1,1
1,12
1,13
2,0
2,1
2,14
2,2
2,15
2,8
2,16
2,17
3,0
3,18
3,10
3,19
3,8
3,1
4,0
4,1
4,20
4,8
5,0
5,1
5,21
5,22
5,8
5,23
6,1
6,21
6,8
6,0
7,0
7,1
7,24
7,25
7,8
7,26
7,27
7,28
7,2
8,0
8,1
8,29
8,30
8,21
8,31
8,8
9,32
9,24
9,28
9,8
9,33
9,0
9,1
9,34
9,35
9,36
10,37
10,0
10,38
10,39
10,40
10,41
10,8
10,42
10,43
10,44
10,45
10,46
11,32
11,24
11,28
11,8
11,33
11,0
11,1
11,34
11,47
11,48
11,35
11,36
11,49
11,50
12,51
12,1
12,30
12,52
12,8
12,0
12,53
12,54
13,0
13,1
13,8
13,39
13,55
13,56
13,57
13,58
13,59
13,60
13,61
13,62
13,63
14,0
14,1
14,64
14,15
14,58
14,39
14,8
14,65
14,66
14,62
14,57
14,63
15,0
15,1
15,57
15,39
15,8
15,67
15,68
15,69
15,70
16,0
16,1
16,8
16,39
16,40
16,43
16,41
16,42
16,71
17,1
17,0
17,8
17,72
17,30
17,58
17,40
17,41
17,73
18,0
18,74
18,1
18,58
18,75
18,57
18,8
18,76
19,0
19,1
19,15
19,8
19,57
19,77
19,78
19,9
19,20
19,58
19,39
19,10
19,28
19,79
19,68
19,80
19,81
19,56
19,82
19,62
19,83
20,0
20,57
20,84
20,15
20,8
20,1
21,0
21,1
21,8
21,21
21,30
21,23
22,0
22,1
22,85
22,86
22,87
22,24
22,77
22,84
22,88
22,8
22,58
22,28
22,39
22,89
22,90
22,91
22,57
23,0
23,1
23,58
23,8
23,92
23,93
23,57
23,84
23,94
23,95
23,39
23,3
23,96
23,97
24,0
24,1
24,57
24,39
24,3
24,92
24,8
24,69
24,31
24,98
24,58
24,64
24,99
24,68
24,100
24,101
24,102
24,103
24,104
24,105
24,106
24,107
24,24
24,21
24,108
24,109
24,73
24,28
24,30
24,110
25,0
25,1
25,111
25,64
25,8
25,58
25,39
25,56
25,95
25,112
25,113
25,57
26,0
26,1
26,58
26,57
26,93
26,95
26,8
26,94
26,114
26,115
26,116
26,96
27,0
27,1
27,57
27,8
27,39
27,64
27,15
27,58
27,81
27,56
27,65
27,59
27,68
27,60
27,66
27,61
28,0
28,1
28,58
28,8
28,93
28,95
28,57
28,96
29,0
29,1
29,58
29,8
29,92
29,93
29,57
29,84
29,95
29,39
29,94
29,111
29,117
29,118
29,96
30,0
30,1
30,95
30,93
30,8
30,39
30,58
30,119
30,94
30,15
30,116
30,96
30,57
31,0
31,1
31,58
31,8
31,93
31,57
31,95
31,94
31,111
31,117
31,39
31,96
32,0
32,1
32,111
32,93
32,57
32,58
32,8
32,94
32,117
32,64
32,39
32,92
32,3
32,96
33,0
33,1
33,120
33,8
33,57
33,39
33,58
33,64
34,0
34,1
34,8
34,85
34,111
34,58
34,57
34,39
34,64
34,112
34,121
35,0
35,1
35,24
35,28
35,122
35,30
35,15
35,123
35,8
35,124
35,16
35,125
35,126
36,0
36,1
36,57
36,69
36,8
36,15
37,0
37,1
37,8
37,57
37,127
37,39
37,58
37,64
37,128
37,56
37,65
37,68
37,66
37,129
38,0
38,1
38,58
38,8
38,93
38,57
38,95
38,94
38,111
38,117
38,39
38,116
38,130
39,0
39,1
39,131
39,132
39,8
39,133
39,134
40,135
40,33
40,0
40,1
40,30
40,8
40,136
40,137
40,138
40,139
40,140
40,141
40,21
40,142
40,143
40,144
41,0
41,1
41,28
41,20
41,145
41,146
41,147
41,8
41,148
42,0
42,1
42,30
42,8
42,104
42,22
42,149
42,21
43,33
43,150
43,0
43,1
43,27
43,151
43,8
43,152
43,153
43,24
43,154
43,155
44,0
44,1
44,19
44,156
44,145
44,28
44,20
44,146
44,8
45,1
45,8
45,157
45,132
45,0
45,158
45,159
46,160
46,0
46,39
46,8
46,161
46,162
46,1
47,0
47,1
47,163
47,9
47,2
47,10
47,8
48,164
48,20
48,28
48,8
48,37
48,0
48,1
48,165
48,166
49,0
49,1
49,8
49,85
49,167
49,19
49,108
49,30
49,168
49,169
49,170
50,0
50,1
50,2
50,163
50,171
50,52
50,8
50,9
50,10
51,33
51,0
51,38
51,10
51,9
51,163
51,8
52,0
52,1
52,75
52,8
52,76
52,172
